,Hospital,State,City,LocalAddress,Pincode,Hospital Type,Hospital Ownership,User Ratings(out of 5)
819,Bodyline Hospitals (A Unit Of Kidneyline Healthcare Pvt Ltd),Gujarat,Ahmedabad,"Opp. Annapurna Hall, Near Dev Status, New Vikas Gruh Road, Paldi, Ahmedabad.",380007,Eye Hospital or Ophthalmology Clinic,Proprietary,4.2
820,Bollineni Heart Centre Pvt Ltd,Andhra Pradesh,Eastgodavari,"#77-7-77/1,Seelam Nookaraju Complex Road,Katari Gardens,Rajahmundry",533103,Cardiology Center,Proprietary,4.1
821,Bollineni Hospitals (A Unit Of Krishna Institute Of Medical Sciences Limited),Andhra Pradesh,Rajamundry,"#77-7-77/1, Seelam Nookaraju Complex Katari Gardens,",533103,Pediatric Hospital,Government,3.2
822,Bollineni Ramanaiah Memorial Hospital & Pvt Ltd,Andhra Pradesh,Nellore,"Dargamitta,Nellore",524003,Cancer Treatment Center or Oncology Hospital,Proprietary,3.4
823,Bollineni Ramanaiah Memorial Hospitals Pvt. Ltd,Andhra Pradesh,Nellore,"Dargamitta,Nellore",524003,Maternity Hospital or Birthing Center,Private,3.8
824,Bombay Hospital,Madhya Pradesh,Indore,"Ida - Scheme ,No .94/95Ring Road ,",452010,Orthopedic Hospital or Clinic,Private,4.1
825,Bombay Hospital & Research Centre,Uttaranchal,Haldwani,"Near Saurabh Hotel,Avas Vikas Road,Near Comfort Inn Saurabh Hotel",263139,Eye Hospital or Ophthalmology Clinic,Government,3.4
826,Bombay Hospital & Research Centre Jabalpur,Madhya Pradesh,Jabalpur,"906-Gol Bazar, Jabalpur, Madhya Pradesh, Shaheed Smarak Ground.",482002,Dental Clinic,Government,3.5
827,Bombay Hospital And Research Centre,Maharashtra,Mumbai,"#12,New Marine Lines,Mumbai",400020,Cardiology Center,Private,3.3
828,Bommidala Cancer Institute,Andhra Pradesh,Guntur,Peda Kakani.,522509,Cancer Treatment Center or Oncology Hospital,Private,3.5
829,Bone And Joint Hospital & Research Centre Pvt Ltd,Rajasthan,Jodhpur,"3, Shyam Nagar, Near Radha Krishna Mandir, Pal Link Road Jodhapur (Rajasthan) India-342003",342003,Cardiology Center,Government,4.9
830,Bopal Eye Care Centre,Gujarat,Ahmedabad,"Off-Bs-22To25, B Wing, 2Nd Floor, Ahmedabad, Amrapali Mall, Bopal City Gold Theatre",380058,Cancer Treatment Center or Oncology Hospital,Voluntary non-profit ,3.6
831,Bopal Multispeciality Hospital Pvt Ltd,Gujarat,Ahmedabad,"1St First Floor,Abhinandan Complex, Opp-Inductotherm, Bopal , Ahmedabad",380058,Dental Clinic,Government,4.7
832,Boppana Super Speciality Hospital,Andhra Pradesh,Vijayawada,"Machilipatnam Road, Poranki, Vijayawada, Andhra Pradesh.",521137,"ENT Clinic -Ear, Nose, and Throat",Government,3.5
833,Bora Ent Hospital,Maharashtra,Pune,"#2/4,Neeta Park Air Port Road,Yerwada",411006,General Hospital,Government,4.6
834,Bora Hospital,Maharashtra,Pune,"#589, Ganesh Peth,Dhor Galli",411002,Maternity Hospital or Birthing Center,Private,3.8
835,Brahm Shakti Hospital,Delhi,Delhi,"U-1/78, Budh Vihar, Phase-1, Main Kanjhawala Road, Delhi-110086",110086,Cancer Treatment Center or Oncology Hospital,Private,4.6
836,Brahm Shakti Sanjivani Hospital,Haryana,Jhajjar,Opp:Telephe Exchangedist Jharjjar,124507,Eye Hospital or Ophthalmology Clinic,Private,5
837,Brahma Nursing Home,Karnataka,Karwar,"Nadangadda, Karwar.",581304,Psychiatric Hospital or Mental Health Clinic,Government,4.5
838,Brahmaputra Diagnostics & Hospital Ltd,Assam,Dibrugarh,"Bordoloi Avenue,Patian Bazar, Near Circuit House & Assam Medical College, Dibrugarh-786001",786001,Orthopedic Hospital or Clinic,Private,4.2
839,Brain & Spine Hospital,Gujarat,Ahmedabad,"Blue Star Complex,Near Under Bridge,Income Tax,Navrangpur",380014,Maternity Hospital or Birthing Center,Private,5
840,Breach Candy Hospital,Maharashtra,Mumbai,60-A Bhulabhai Desai Road,400026,Maternity Hospital or Birthing Center,Private,5
841,Brij Medical Center,Uttar Pradesh,Ghaziabad,"Kk 54, Kavi Nagar,Ghaziabad (Up)",201002,Eye Hospital or Ophthalmology Clinic,Government,4.1
842,Brij Medical Centre Pvt Ltd,Uttar Pradesh,Kanpur,"# 94, E-Block, Near Panbi Police Station.",208020,Cardiology Center,Voluntary non-profit ,3.6
843,Brijlal Hospital & Research Centre Pvt Ltd,Uttarakhand,Nainital,"Anandi Tower,Nainital Road",263139,Orthopedic Hospital or Clinic,Proprietary,3.4
844,Brijmohan Taori Memorial Hospital,Maharashtra,Nagpur,"Mo-1, Silver Palace, Dhantoli,Nagpur-440012",440012,Cardiology Center,Voluntary non-profit ,4.2
845,Bristlecone Hospitals Private Limited,Andhra Pradesh,Hyderabad,"3-4-136/A,Street #6 Barkatpurbarkhatpura Branch",500027,Psychiatric Hospital or Mental Health Clinic,Private,4.3
846,Brookefield Hospital (A Unit Of Sanjeevini Healthcare),Karnataka,Kundalahalli,"#521, 522, Vijaylakshmi Square, Itpl Main Road, Kundalahalli, Bangalore-560037Kundalahalli",560037,Eye Hospital or Ophthalmology Clinic,Private,3.4
847,Brrighton Kavita Hospital,Haryana,Faridabad,"5,Sector-29,Opp Huda Market, Faridabad , Haryana",121008,Cancer Treatment Center or Oncology Hospital,Government,3.4
848,Brs Hospital Pvt.Ltd,Tamilnadu,Chennai,No.28. Cathedral Garden Roadcathedral Gardens Road,600034,"ENT Clinic -Ear, Nose, and Throat",Private,4.7
849,Brundavan Nursing Home,Andhra Pradesh,Machlipatanam,"# 24/588- Railway Station Road, Rajavari Centre.",521001,"ENT Clinic -Ear, Nose, and Throat",Private,3.3
850,Brws Hospital,West Bengal,Garia,"Kendua Main Road,",700084,"ENT Clinic -Ear, Nose, and Throat",Government,4.9
851,Bses Mg Hospital,Maharashtra,Mumbai,"Sv Road, Andheri (W), Opp Andheri Rly Stn, Maharashtra",400058,Cancer Treatment Center or Oncology Hospital,Proprietary,3.9
852,Bsr Ent Nursing Home,Andhra Pradesh,Hyderabad,"Sd Road,Karancentre",500003,"ENT Clinic -Ear, Nose, and Throat",Private,5
853,Burute Hospital,Maharashtra,Bhosari,"Near Rupee Co-Op Bank,Opp Pune-Nashik Highway",411039,Maternity Hospital or Birthing Center,Voluntary non-profit ,4.9
854,Burute Hospital,Maharashtra,Pune,"B,2-3,Laxmi Classic Poona Alandi Road, Mohanwadi Near Vishrantwadi,Yerwada",411006,"ENT Clinic -Ear, Nose, and Throat",Private,4.3
855,C.A.Hospital,Kerala,Aluva,"#339/340/341/15,Deson,Kumnnumpuram,Aluva",683103,Pediatric Hospital,Proprietary,3.7
856,C.F. Sheth Memorial Hospital,Gujarat,Bharuch,"Shalimar Complex, Station Road",392001,General Hospital,Proprietary,3.5
857,C.K. Hospital,Tamilnadu,Erode,"# 41, Balasubbarayalu Streeterode",638001,General Hospital,Proprietary,3.4
858,C.K.Memorial Kapoor,Haryana,Faridabad,"3B/8A,Nit,Nh-3,Dav College Road",121001,Cancer Treatment Center or Oncology Hospital,Voluntary non-profit ,4.6
859,C.R.Reddy Hospital,Andhra Pradesh,Nellore,"13/264,Hospital Road,Gudur",524101,Cardiology Center,Voluntary non-profit ,3.6
860,C.S.I. Hospital,Karnataka,Chikkaballapur,"C.S.I. Hospital Road,Kolar.",562101,Psychiatric Hospital or Mental Health Clinic,Private,4.4
861,C.S.I. Kalyani General Hospital,Tamilnadu,Chennai,"15, Dr Radhakrishnan Salai, Mylapore, Chennai-600004, Next To City Centre",600004,Cardiology Center,Voluntary non-profit ,4.8
862,C.S.I. Lombard Memorial Hospital,Karnataka,Udupi,Mission Hospital Road,576101,Cancer Treatment Center or Oncology Hospital,Voluntary non-profit ,4.4
863,C.S.I. Rainy Multi-Speciality Hospital,Tamilnadu,Chennai,"#45, G.A. Road Chennai",600021,Dental Clinic,Private,4.6
864,C.S.I. Redfern Memorial Hospital,Karnataka,Hassan,"Race Course Road, P.O Box No.127.",573201,Eye Hospital or Ophthalmology Clinic,Private,4
865,C.S.M Nursing Home,Tamilnadu,Chennai,"# 18, Rukmani Street,West Mambalam",600033,Dental Clinic,Government,3.8
866,C.V.R Hospital,Andhra Pradesh,Guntur,"H No:10-1-7,1St Lane,Sambasivapet,",522001,Eye Hospital or Ophthalmology Clinic,Government,3.5
867,Calcutta Lions Netra Niketan (Unit Of Lions Club Of Calcutta Trust),West Bengal,Kolkata,"1/2/A/2,Uday Sankar Sarani, Golf Green, Near Golf Green Door Darshan Kendra,South 24 Parganas",700095,"ENT Clinic -Ear, Nose, and Throat",Private,3.2
868,Calibre Medical Centre (Cmc),Andhra Pradesh,Hyderabad,"1-11-240/2D, Shyamlal Buildings Begumpet",500016,General Hospital,Government,4.2
869,Canara Health Care Limited,Karnataka,Kumta,"Baggon Road,",581343,Cardiology Center,Voluntary non-profit ,4.8
870,Capitol Nursing Home Pvt Ltd,West Bengal,Kolkata,"288/2 Ap C Road,(Ps Narkeldanga)(P S Narkeldanga)",700009,Cancer Treatment Center or Oncology Hospital,Private,4.7
871,Cardinal Gracious Memorial Hospital Trust,Maharashtra,Mumbai,"Sandor, Bangli Naka, Vasai West, Thane - 401201",401202,Cardiology Center,Proprietary,3.1
872,Care And Cure Hospital,West Bengal,Kolkata,"Surendra Nath Road, Nabapally,Barasat Dt,24Parg North,West Bengalbarasatdist 24 Parg(N)",700126,Orthopedic Hospital or Clinic,Proprietary,3.4
873,Care Hospital,Andhra Pradesh,Hyderabad,"No.6-3-248/1/1A, Road No.01, Banjara Hills, Hyderabad-500034",500034,Orthopedic Hospital or Clinic,Proprietary,4.6
874,Care Hospitals,Andhra Pradesh,Secunderabad,"Near Clocl Tower,Adjacent Laneto Westely Church, Market Stre",500003,General Hospital,Private,4.7
875,Care Hospitals (A Unit Of Quality Care India Limited).,Andhra Pradesh,Hyderabad,"Exhibition Road Hyderabad-500001, Near Mazam Jahi Market",500001,"ENT Clinic -Ear, Nose, and Throat",Government,3.6
876,Career Institute Of Medical Sciences(Cims),Madhya Pradesh,Bhopal,"Career College Campus,Govindpura, Bhelgovindpura, Bhel, Bhopal.",462023,Eye Hospital or Ophthalmology Clinic,Government,3.5
877,Carewell Heart & Super Speciality Hospital,Punjab,Amritsar,"Model Town, G-T. Road,Near Raiway Station,Amritsar",143001,Cardiology Center,Voluntary non-profit ,4
878,Carewell Hospital,Rajasthan,Jaipur,"#471, Adarsh Nagar.",302004,Maternity Hospital or Birthing Center,Proprietary,4.1
879,Carewell Hospital & Research Centre,Kerala,Kasaragod,"Nullipady, Kasargod,Kerala - 671 121",671121,Cardiology Center,Government,3.7
880,Carmel Hospital,Kerala,Ernakulam,"Asokapuram,P.O",683101,Pediatric Hospital,Private,4.3
881,Cauvery Hospital,Karnataka,Mysore,"# 756, New Kantharaje Urs Roadsaraswathipuram Mysore",570009,Cardiology Center,Proprietary,4
882,Cauvery Hospital,Karnataka,Mysore,"Terission College Road,Bannur Road,Shidharthnagar",570011,General Hospital,Proprietary,3.6
883,Cauvery Orthopaedic Centre,Karnataka,Bangalore,"#408,20Th Main,W.O.C.Road,1St Block,Rajajinagar",560010,Orthopedic Hospital or Clinic,Proprietary,3.8
884,Cauvery Trust Hospital,Tamilnadu,Chennai,"No.36,Ponnankinaru Street,Villivakkam,",600049,General Hospital,Private,3.3
885,Ccmk Hospital,Kerala,Trichur,"Ccmk Village,Vellikulam Road,Chalakudy",680307,"ENT Clinic -Ear, Nose, and Throat",Voluntary non-profit ,4.7
886,Cdr Medical Centre,Karnataka,Bangalore,"Jayanagar, B'Lore",560011,Dental Clinic,Proprietary,4.2
887,Central Avenue Critical Care Hospital & Iccu,Maharashtra,Nagpur,"Mahalaxmi Complex, Central Avenue Roaddarodkar Square, Central Avenu",440002,Cancer Treatment Center or Oncology Hospital,Private,3.8
888,Central Hospital,Delhi,Delhi,"A-142/1, Ganesh Nagar P.O,Tilak Nagartilak Nagar, New Delhi-110018.",110018,Cardiology Center,Proprietary,4.5
889,Central Hospital,Uttar Pradesh,Aligarh,"Masoodabad Crossing,G.T. Road, Aligarh-202001.",202001,Maternity Hospital or Birthing Center,Private,4.4
890,Centre For Knee Surgery,Gujarat,Baroda,"101/3,Akashganga Complex,Race Couse Circle",390007,"ENT Clinic -Ear, Nose, and Throat",Proprietary,3.5
891,Centre For Sight,Delhi,Delhi,"B-5/24, Oppsite Deer Park Safdarjung Enclave,",110016,Eye Hospital or Ophthalmology Clinic,Voluntary non-profit ,3.7
892,Centre For Sight (A Unit Of New Delhi Centrre For Sight Pvt Ltd),Punjab,Mohali,"#35,Phase-7,",160061,Psychiatric Hospital or Mental Health Clinic,Voluntary non-profit ,3.3
893,Centre For Sight (Agra),Uttar Pradesh,Agra,"116, Delhi Gate, Agra. U.P",282003,Cardiology Center,Government,3.5
894,Centre For Sight (Gurgaon),Haryana,Gurgaon,"Sco Complex-317, Sec-29, Gurgaon",122002,Eye Hospital or Ophthalmology Clinic,Proprietary,3.6
895,Centre For Sight (Hisar),Haryana,Hissar,"Centre For Sight At Gayatri Eye Care Institute,1Model Town, Jindal Chowk, Hissarhisar",125001,Pediatric Hospital,Government,3.4
896,Centre For Sight (Jammu),Jammu & Kashmir,Jammu,"228, Bc Road, Rehari Chungi, Jammu.",180001,General Hospital,Voluntary non-profit ,3.3
897,Centre For Sight (Jodhpur),Rajasthan,Jodhpur,"At Ram Rishi Laser Centre, 562, 7Thc Road, Sardarpura, Near Satsang Bhawan.",342001,"ENT Clinic -Ear, Nose, and Throat",Voluntary non-profit ,4.3
898,Centre For Sight (Ludhiana),Punjab,Ludhiana,"1St Floor, Sandhu Tower,Bxx-3369, Ferozpur Road,",141001,Cancer Treatment Center or Oncology Hospital,Voluntary non-profit ,3.8
899,Centre For Sight (Moradabad),Uttar Pradesh,Moradabad,"At Vivekanand Hospital &Research Centre, Kanth Road, Moradabad",244001,Maternity Hospital or Birthing Center,Private,4.2
900,Centre For Sight (Preet Vihar),Delhi,New Delhi,"F-19 Vikas Marg,Preet Vihar,Nr Preet Vihar Metro Station,Delhipreet Vihar",110092,"ENT Clinic -Ear, Nose, and Throat",Voluntary non-profit ,4.1
901,Centre For Sight (Rajouri),Delhi,Delhi,"J-12/30, Rajouri Garden, New Delhi",110027,Psychiatric Hospital or Mental Health Clinic,Government,4.1
902,Centre For Sight (Rohini),Delhi,Delhi,"304-309, Ring Road Mall, Sector-3, Rohini,",110085,"ENT Clinic -Ear, Nose, and Throat",Private,3.2
903,Centre For Sight (Roopnagar),Delhi,Delhi,"1/2. Roop Nagar, New Delhi,",110007,Maternity Hospital or Birthing Center,Voluntary non-profit ,3.4
904,Centre For Sight-Chandigarh,Punjab,Chandigarh,"Sco 833-834, Sector -22-A Chandigarh, Punjab",160022,Dental Clinic,Proprietary,3.6
905,Centre For Sight-Dwarka,Delhi,New Delhi,"Plot No-20, Dwarka Sector 12 A, Opposite Bal Bharti School, Dwarka, New Delhi",110097,Cancer Treatment Center or Oncology Hospital,Proprietary,4.3
906,Centre For Sight-Faridabad,Haryana,Faridabad,"At-Sunflag Hospital, Sector 16-A, Faridabad, Haryana",121001,Orthopedic Hospital or Clinic,Voluntary non-profit ,3.9
907,Centre For Sight-Indore,Madhya Pradesh,Scheme,"Plot No. 124, Sector-Ab, Scheme:-54, Indore, Madhya Pradesh",452010,"ENT Clinic -Ear, Nose, and Throat",Private,4.4
908,Centre For Sight-Patiala,Punjab,Patiala,"Dr. Saronwala Complex, Jagdish Ashram Road, Near Rajinder Hospital, Patiala, Punjab.",147001,General Hospital,Government,3.3
909,Century Hospital,Kerala,Alleppey,Mulakuzha P.O,689505,Eye Hospital or Ophthalmology Clinic,Voluntary non-profit ,4.7
910,Cfs Netralaya Pvt Ltd Meerut (Centre For Sight),Uttar Pradesh,Meerut,"E K Road, Opp:Nas College, Meerutmeerut",250001,Pediatric Hospital,Private,3.1
911,Cfs Netralaya Pvt. Ltd. (A Unit Of New Delhi Centre For Sight Pvt Ltd),Uttar Pradesh,Meerut,"#194/15,Opp Adwaysworkshop,Delhi Road,",250001,Pediatric Hospital,Voluntary non-profit ,3.7
912,Ch. Chhaju Ram Hospital (Aunit Of Holy Touch Healthcare Pvt Ltd),Delhi,Delhi,"Wz-1, Om Viha, Uttam Nagar Main Najafgarh Road, New Delhi -110059",110059,Cardiology Center,Proprietary,4.1
913,Chaddha Children Hospital & Nursing Home,Delhi,Delhi,"No.121,Guru Harkishan Nagar,Paschim Vihar,",110063,Cancer Treatment Center or Oncology Hospital,Private,3.4
914,Chahal Hospital,Punjab,Bhatinda,"Bibiwala Road,Bathinda",151001,Cancer Treatment Center or Oncology Hospital,Private,3.9
915,Chaitanya Ent Hospital,Kerala,Cochin,"38/685A, Sahodaran Ayyappan Road, Cochin-682016",682016,Orthopedic Hospital or Clinic,Private,4.1
916,Chaitanya Eye Hospital,Andhra Pradesh,Vijayawada,Tikkle Road Mogalrajpuram,520010,Dental Clinic,Government,3.2
917,Chaitanya Eye Hospital & Research Instt,Kerala,Cochin,"Trichandur, Ernakulam,Ernakulam",682012,"ENT Clinic -Ear, Nose, and Throat",Voluntary non-profit ,4.6
918,Chaitanya Hospital,Punjab,Chandigarh,Site No. 1&2 Sector 44/C Chandigarh-160044Chandigarh,160044,Cancer Treatment Center or Oncology Hospital,Voluntary non-profit ,5
919,Chaitanya Hospital,Karnataka,Bangalore,"No. 80, 3Rd Cross,P & T Colony,R.T.Nagarr.T. Nagar,Bangalore-560036.",560032,Eye Hospital or Ophthalmology Clinic,Government,3.9
920,Chaitanya Hospital,Maharashtra,Pune,"Bhagirathi Nagar, Warje Malwadi.",411052,Cardiology Center,Proprietary,3.9
921,Chaitanya Hospital,Maharashtra,Pune,"Near Chinchwadgaon Police Chowky,Chapekar Chowk,Chinchwad,",411033,Dental Clinic,Private,4.3
922,Chaitanya Hospital,Maharashtra,Pune,"A/P-Koregaon Bhima, Tal. Shirur, (Pune), Maharashtra",412216,Orthopedic Hospital or Clinic,Private,4.8
923,Chaitanya Medical Centre,Karnataka,Bangalore,"# 771/24, Khb , Asector, Yelahanka, Bangalore, Karnataka",560064,Maternity Hospital or Birthing Center,Government,3.9
924,Chaitanya Nursing Home,Maharashtra,Thane,"Poona Link Road, Kalyan East, Thane",421306,Maternity Hospital or Birthing Center,Voluntary non-profit ,4.7
925,Chaithanya Eye Hospital & Research Institute,Kerala,Cochin,"Ravipuram Road, Ravipuram, Kochi-682016, Eranakulam",682016,Eye Hospital or Ophthalmology Clinic,Proprietary,4.4
926,Chaithanya Eye Hospital & Research Institute,Kerala,Trivandrum,"M.G. Road, Kesavadasapuram, Trivandrum, Kerala-695004",695004,Maternity Hospital or Birthing Center,Government,4.3
927,Chaithanya Multispeciality Hospital,Andhra Pradesh,Hyderabad,"Plot No:357&358, Prashanthnagar,Vanasthalipuram, Near Panama Godowns, Hyderabad-500070",500070,Cancer Treatment Center or Oncology Hospital,Proprietary,4.3
928,Chaitra Hospital,Karnataka,Mysore,"# 16/84, 15Th Cross, Basaweshwara Blockk.R. Nagar, Basavaswara Block,",571602,"ENT Clinic -Ear, Nose, and Throat",Proprietary,4.3
929,Chakrabarthy Medical Centre,Maharashtra,Ahmednagar,"Opp: Gurudwara Nagar, Near Aurangabad Road,Ahmednagar-414001",414001,Dental Clinic,Proprietary,4.3
930,Chakrabarti Eye Care Centre,Kerala,Trivandrum,"No.102, Kochulloor, Near Lerala Water Authority Office, Trivandram-695011",695011,Dental Clinic,Voluntary non-profit ,4.1
931,Chakravarty Nursing Home,Haryana,Panchkula,"# 207, Sector-10, Panchkula,Haryana-134113",134113,Dental Clinic,Voluntary non-profit ,3.6
932,Chalasani Hospital,Andhra Pradesh,Guntur,"12-12-94/A,Old Club Road,Kothapeta",522001,Maternity Hospital or Birthing Center,Private,4.4
933,Chalasani Hospitals Pvt. Ltd.,Andhra Pradesh,Vizag,"50-53-4, Gurudwaralane, Seethammadhara, Visakhapatnam-530013, Beside A.P.E.P.D.L.L Corporate Office",530013,Orthopedic Hospital or Clinic,Private,3.3
934,Challa Eye Care Centre,Andhra Pradesh,Hyderabad,"8-2-268/R/9-P,Sagar Society Main Road,Road # 2,Banjara Hills",500016,Cardiology Center,Private,3.5
935,Challa Hospital,Andhra Pradesh,Hyderabad,"7-1-71/A/1, Dharam Karan Road, Ameerpet, Hyderabad-500016",500016,Cardiology Center,Government,4.8
936,Chandak Nursing Home,Maharashtra,Nagpur,"Supermarket Sita Building,Nagpur-440012.",440012,Cardiology Center,Private,3.2
937,Chandan Hospital & Icu,Gujarat,Baroda,"Navarang Talkies Compound, Raopura, Baroda-390001",390001,"ENT Clinic -Ear, Nose, and Throat",Voluntary non-profit ,4
938,Chandana Hospital,Karnataka,Bangalore,"#54, 4Th Cross, 4Th Main, Ngefnrupathunganagar, Nagarbhavi,",560072,"ENT Clinic -Ear, Nose, and Throat",Voluntary non-profit ,4.9
939,Chandini Hospital,Karnataka,Shimoga,"Chamarajpet,Sagarshivamogga",577401,Orthopedic Hospital or Clinic,Government,3.9
940,Chandna Medical Centre,Haryana,Faridabad,"85 & 52, Sector Iba, Near New Subzi Mandi.",121002,Maternity Hospital or Birthing Center,Proprietary,4.6
941,Chandni Hospital,Rajasthan,Kota,"Kshitij Map 23, Mahavir Nagar.",324005,General Hospital,Government,3.2
942,Chandni Hospital,Uttar Pradesh,Kanpur,"9/60, Arya Nagar.",208002,Pediatric Hospital,Proprietary,5
943,Chandra Bhushan Hosptial,Rajasthan,Jodhpur,"Opposite Mahamandir Railway Station, Mandore Road",342006,Eye Hospital or Ophthalmology Clinic,Private,3.1
944,Chandra Hospital,Tamilnadu,Madurai,"# 10, Pillayarpalayam Road",625001,General Hospital,Voluntary non-profit ,3.7
945,Chandra Laxmi Hospital,Uttar Pradesh,Ghaziabad,"Sector-4, Plot # 337, Vaishali",201010,Cancer Treatment Center or Oncology Hospital,Proprietary,5
946,Chandra Mohan'S Nursing Home,Andhra Pradesh,Madanapalle,"14-2A,C.T.M. Road,Beside Icici Bank Madanapalle",517325,Orthopedic Hospital or Clinic,Private,4.5
947,Chandra Mother & Eye Care,Uttar Pradesh,Lucknow,"4/43,Vivek Khand,Gomti Nagar",226010,General Hospital,Proprietary,3.8
948,Chandrakala Hospital And Institute Of Medical Research,Karnataka,Mysore,"Plot A,Kalidasa Road,Jayalakshmipuram",570012,Eye Hospital or Ophthalmology Clinic,Voluntary non-profit ,4
